Datetime,Tweet Id,Text,Username
2023-01-30 23:59:00+00:00,1620209998713311234,"Top story ParamountNashik: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/gOT3wUZoFn, see more https://t.co/l5RqsEz49v",paramountnashik
2023-01-30 23:58:58+00:00,1620209992329576450,"Top story: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/DCOlZo4a2V, see more https://t.co/4jDf638iRl",hjalmarcito
2023-01-30 23:58:47+00:00,1620209943340285958,https://t.co/fqAy4rwPJg so the world is finally 'back to normal' now pre covid19 ? ? ?,DonCornelius70
2023-01-30 23:58:46+00:00,1620209942182645761,President Biden to end COVID-19 emergencies on May 11 - The Associated Press - en Español https://t.co/naAbUUiGj8,Brigstock_Clive
2023-01-30 23:58:39+00:00,1620209909366394880,"President Biden to end COVID-19 emergencies on May 11 https://t.co/18AHkI1pGO via @nypost 
WHY MAY ? WHY NOT NOW ?",CanadianGirlw69
2023-01-30 23:58:35+00:00,1620209894623432704,President Biden will extend the Covid-19 public health emergency declarations on May 11. They were set to expire by April 11.,kellanhowell
2023-01-30 23:58:34+00:00,1620209891469324290,"⚡ Covid-19 aún es una ‘emergencia de salud mundial’, pero 'estamos mejor': OMS https://t.co/1cVpsSnusn https://t.co/J0I4L13IY1",DiariodeYucatan
2023-01-30 23:58:32+00:00,1620209883437228034,"Cutting people's access to health care including access to free #COVID19 tests, vaccines, &amp; treatment is both cruel in midst of continuing high COVID transmission &amp; is also a horrible reelection strategy if Biden wants to get reelected. Does he not care he's harming his base?",myrabatchelder
2023-01-30 23:58:28+00:00,1620209865510785027,President Biden to end COVID-19 emergencies on May 11 (from @AP) https://t.co/S1pDbj54am,RamZar1
2023-01-30 23:58:26+00:00,1620209855444422657,"Everything is to distract you from this...
17,000 doctors and scientists signed a treaty that declared:
""The data confirms that the COVID-19 experimental genetic therapy injections must end... They can damage your heart, your brain, your reproductive tissue, and your lungs.""",DRK4321
2023-01-30 23:58:19+00:00,1620209826524717059,"Covid is the leading cause of death in kids 0-19 in the US, but go off.

Odd that Japan is going to decrease Covid’s classification from SARS to a flu like illness at exactly the same time, May.

#CovidIsntOver just bc they want it to be.

#AvoidCovid #MaskUp #COVID19 https://t.co/DonUUVjbGn",MixtUpMixy
2023-01-30 23:58:16+00:00,1620209816366088193,President Biden to end COVID-19 emergencies on May 11 – The Associated Press – en Español https://t.co/PBj6WVm0Pv,German_Dictator
2023-01-30 23:58:14+00:00,1620209805255114752,"President Joe Biden informed Congress on Monday that he will end the twin national emergencies for addressing COVID-19 on May 11, as most of the world has returned closer to normalcy nearly three years after they were first declared. https://t.co/QyYrpGgIgY",WLOS_13
2023-01-30 23:58:11+00:00,1620209795591704578,"Freudian slip admitting the vaccine is a 'THERAPY'

Persistent COVID-19 Infection in Wiskott-Aldrich Syndrome Cleared Following Therapeutic Vaccination: a Case Report

@RMConservative 
https://t.co/DTOCk2H3Ps",Ashmedaidemon
2023-01-30 23:58:09+00:00,1620209786783682561,""":YouTube is claiming this ""Violates the COVID-19 misinformation policy""

More information is coming in by the minute on this rapidly developing story. Stay Tuned for more updates.""",BluesRagdoll
2023-01-30 23:58:07+00:00,1620209774922170368,"Order merch @ https://t.co/lgsWnkssHp

#freedomofspeech #freedomfighter #maskmandate #covidmasks #covid19masks #covid #covid19 https://t.co/XFfx63PreF",unmaskedfree
2023-01-30 23:58:03+00:00,1620209758182715392,@45Jbama It didn’t - they called it COVID-19,HalClar25602355
2023-01-30 23:57:52+00:00,1620209713618255873,@Walaa10058341 لا فعله فيه كتاب دين 😂😂,___Covid_19
2023-01-30 23:57:51+00:00,1620209710011150337,@GordonGChang Evils are prone to be infectious like Covid-19.,Puppytiger4
2023-01-30 23:57:48+00:00,1620209698405486592,".@POTUS is moving to end the COVID-19 emergency declaration, yet @RulesReps Dems oppose lifting the public health emergency. 🧐",michaelcburgess
2023-01-30 23:57:46+00:00,1620209689123516416,That doesn't make #COVID19 go away. It just takes help away from those that need it most.,_TheAncientOne_
2023-01-30 23:57:43+00:00,1620209677866000387,"@TaraBull808 I haven’t trusted #Pfizer since they  started making and selling the little  blue pills.

#BigPharma #Faucifiles #PfizerFiles #COVID19 #Davos2023 #WEF",DuckPapero
2023-01-30 23:57:33+00:00,1620209635788738561,"Biden to end COVID-19 emergency declarations on May 11
https://t.co/aUl9EnyHBI",timmins316
2023-01-30 23:57:22+00:00,1620209587650527232,Covid-19: Juazeiro (BA) atualiza boletim com balanço do final de semana nesta segunda-feira (30) https://t.co/meLLOgJozS https://t.co/JWZuuV9RxM,portalspy_
2023-01-30 23:57:16+00:00,1620209560945410052,@Eric_Schmitt Yes we understand that you &amp; the GOP doesn't care that hundreds of Americans are still dying daily from Covid-19.,BrundageCathy
2023-01-30 23:57:13+00:00,1620209551848124417,"🇺🇸 Joe Biden deve anunciar o fim da emergência de Covid-19 nos EUA em 11 de maio. A mudança do status reestrutura a resposta federal de saúde no país.

Espera-se que o fim da emergência acarrete em alta nos custos para os americanos e principalmente aumento nos preços de vacinas. https://t.co/WqGV2dxE0q",mateusn_br
2023-01-30 23:57:13+00:00,1620209550510129153,"Our Assamese People Advice me
**LP School का Master बन जा 🤣
आराम से खा पी के मरेगा....😬

I Said No !

एक 15,000 की Security Guard, etc etc बन जा 😬

I said No !

🦠 Covid 19 - Is The Answer 🦠

Of My #Level 🤔",Panjuborkakaty
2023-01-30 23:57:12+00:00,1620209547578331138,"@WestOzDaz @carlheneghan @FatEmperor N95 masks work.

They more than halve the risk of infection from Covid-19.

https://t.co/DxEtqbhIyL",GourlaySyd
2023-01-30 23:57:11+00:00,1620209540221534211,"Surto de COVID-19 na China faz com que caixões comecem a se esgotar
#COVID19 #chinacovid #China 
Venha assistir ao Jornal da NTD de hoje!
👉https://t.co/qaBl3d6HLe",epochtimesbr
2023-01-30 23:57:10+00:00,1620209539705638912,"President Biden to end COVID-19 emergencies on May 11 – The Denver Post
https://t.co/OzfeoWGihr",JaunNews
2023-01-30 23:57:10+00:00,1620209535897026561,"@primeiro_jornal 
 o que você achou de  Covid-19: Infecção pode levar ao aumento da gordura corporal?",primeiro_jornal
2023-01-30 23:57:09+00:00,1620209534659694592,"Que relação existe entre a gordura corporal e a infecção por Covid-19? Um estudo publicado na revista Cureus quis entender esta questão e concluiu que os infectados são mais propensos a aumentar a gordura.

A investigação teve em conta os dados de 44...
https://t.co/FdzcWyTEfX",primeiro_jornal
2023-01-30 23:57:02+00:00,1620209502531231744,@tedcruz Since Covid-19 was a so called hoax have your people pay back the money 🖕🏼🖕🏼 https://t.co/snLlg0zBAI,Belamia13
2023-01-30 23:57:01+00:00,1620209501495521280,"Halt vaccines. Use Ivermectin for Covid-19.
Ask your doctor.",liza777777
2023-01-30 23:57:01+00:00,1620209499381575680,"This is only ""Breaking"" to the remaining few leftists in the U.S. who still think we're under a COVID-19 Health Emergency.",Outspoken_Sam
2023-01-30 23:57:01+00:00,1620209498458849281,"This is a nice depiction regarding hospitalizations and vaccination/boosters: 
#VaccinesWork #COVID19 https://t.co/5TX4h9VDHb",DrNicoleC
2023-01-30 23:57:00+00:00,1620209494692364288,“Wearing masks in the community probably makes little or no difference to the outcome of influenza‐like illness (ILI)/COVID‐19 like illness compared to not wearing masks”,ThomasMartin0
2023-01-30 23:57:00+00:00,1620209494440677379,@EARL_COVID19_tw 効果が無い！だの、同調圧力！だのの主張は、声がデカいから悪目立ちするだけで少数意見であることにかわりわないって事が浮き彫りに！？,SamCooke1964
2023-01-30 23:56:58+00:00,1620209488975515648,"@brianhugstrees He promoted the xenophobic ""Wuhan Lab Release"" conspiracy theory about COVID19 despite there being strong scientific evidence against it, I will have nothing to do with him.",EroticaGood
2023-01-30 23:56:57+00:00,1620209481245392896,"Conferencia Magistral 
The Revolutionary Process in Iran: From Covid-19 to the Case of Mahsa Gina Aminí 

🗓 23 de febrero de 2023
⏰ 11:00 hrs.
🎥Transmisión https://t.co/tqEt5EuhsE
🔸La conferencia será impartida en inglés
@cri_fcpys 
|| #TEMO #CRI #FCPyS #UNAM https://t.co/kehC48KYRw",UNAM_FCPyS
2023-01-30 23:56:55+00:00,1620209475230773249,"Najnowszy przegląd systematyczny RCT od Cochrane

""Noszenie masek w społeczności prawdopodobnie ma niewielki lub żaden wpływ na wynik choroby grypopodobnej/COVID-19 w porównaniu z nienoszeniem masek”

https://t.co/2WOTZDQhTR",altershot_tv
2023-01-30 23:56:54+00:00,1620209471824822272,"@jrrmintz @tattooedGreek76 @SenRonJohnson Long term side effects from COVID19 can suck I hear, especially for unvaccinated people.",LisaMikolajczy3
2023-01-30 23:56:54+00:00,1620209471288127488,"@CBCNews The CBC stopped being an instrument for truth after 2015. 
We all watched your biased coverage during the election AND during the freedom convoy. ""The Russians caused the convoy"". Totally false, and so was your so called fair reporting of covid 19.
Down with the Liberal press! https://t.co/AseLEqyLPv",DaveCam84269143
2023-01-30 23:56:53+00:00,1620209468150784000,JUST IN: The White House is planning to end the COVID-19 national emergency and public health emergency on May 11.,NPR
2023-01-30 23:56:52+00:00,1620209463159308288,"What Happens When COVID-19 Emergency Declarations End? Implications for Coverage, Costs, and Access | KFF https://t.co/bVnHzDVXcx",jwillia2
2023-01-30 23:56:51+00:00,1620209456113143808,"突发事件：拜登总统将于 5 月 11 日结束 Covid-19 突发公共卫生事件 - 美联社
看现在的新闻，你还真的要有点自己的主张，昨天谭书记说,C19 还没有结束！今天拜书记说5月完事！
到底听谁的？😂",mingleili2
2023-01-30 23:56:48+00:00,1620209444997980160,President Biden to end COVID-19 emergencies on May 11 – The Denver Post https://t.co/jA6EdFSDAS,mrabdulrehman11
2023-01-30 23:56:43+00:00,1620209422890053634,OMS decide manter covid-19 como emergência de saúde global https://t.co/CVMmovFOpM,zilafusaro7
2023-01-30 23:56:41+00:00,1620209414128140288,Llamado a todos los angeles arcanos de la salud llamado a todos los angeles arcanos de la salud SOS SOS SOS SOS 🆘🆘🆘🆘 Para frenar definitivamente todas las variantes del COVID 19 a nivel mundial 🙏🙏😇🙏🙏😇😇🙏🙏😇😇🙏😇🙏😇🙏😇🙏😇🙏😇🙏😇🙏😇🙏😇🙏😇🙏 #SiguemeYTeSigo,RKBP2018
2023-01-30 23:56:38+00:00,1620209405177348096,President Biden to end COVID-19 emergencies on May 11 after nearly three years  https://t.co/D7iYQFjFd4,niranjanshahceo
2023-01-30 23:56:37+00:00,1620209399318089728,ある罹患者の記録：療養解除とウイルスの残存について https://t.co/6gburiVm0q #SARSCoV2 #COVID-19 via @togetter_jp,GaingBas
2023-01-30 23:56:34+00:00,1620209385984364545,The national triumvirates of emergencies around COVID-19 to all end on May 11 as per ⁦@POTUS⁩ announcement to Congress - legal repercussions are huge even with 3+ months to prepare  https://t.co/tuoSmNYTzr,jghodgejr
2023-01-30 23:56:24+00:00,1620209345484017665,"BREAKING: President Joe Biden informed Congress on Monday that he will end the twin national emergencies for addressing COVID-19 on May 11th.

MORE: https://t.co/3RHcu4O22F",newschannelnine
2023-01-30 23:56:23+00:00,1620209340119408646,BREAKING: Joe Biden informed Congress on Monday he will end the COVID-19 national emergencies on May 11th.,DailyNoahNews
2023-01-30 23:56:23+00:00,1620209339909931008,ある罹患者の記録：療養解除とウイルスの残存について https://t.co/gF6kVe06n8 #SARSCoV2 #COVID19 via @togetter_jp,GBfe06
2023-01-30 23:56:22+00:00,1620209338039296000,"@audaciouslady Biden is expiring the National covid emergency orders on may 11 … because I guess you can just declare a virus no longer exists. to be fair, the republicans are causing a LOT of trouble in the House and this cuts them off at the knees. Still, #COVID19 is very real and killing",dogwalkblog
2023-01-30 23:56:07+00:00,1620209274050977792,"Hey, #COVID19 Philosopher @HagaiLevine, 
Great Joke on You,
Politicians and Lobbyists Being Bribed with &gt;
US💰🇺🇸Don't realize, 
The #USA🇺🇸 can, and Will, ""Nationalize"" your ""Bank Account"" wherever You Reside.
Let it ""Sync"",
Oh, if you Wondered, Yes, Saudis🇸🇦Know it Best. https://t.co/Muw2noFx4e",mikloshvanEgan
2023-01-30 23:56:05+00:00,1620209265909633025,"A study published Monday found that COVID-19 was the eighth leading cause of death in children in America, according to CNN. https://t.co/IqxvHSQTUB",thedailybeast
2023-01-30 23:56:05+00:00,1620209265238745089,"@MrMsWoW @thevivafrei @Timcast What's hilarious to me are people like you.

This isn't a partisan issue. There's documentation out there that shows they had applied for a patent for the Covid-19 vaccines in 2017.

Our government is complicit in this situation. Both Democrats and Republicans.",Nunyabizness81
2023-01-30 23:56:05+00:00,1620209264295034883,"@JeffBullard16 @healthbyjames which clearly stated the only time the risk was higher from the vax was the second dose of MODERNA

""Incidence of myocarditis is two- to threefold higher after a second dose of the Moderna Spikevax COVID-19 vaccine when compared to the Pfizer BioNTech COVID-19 vaccine""",mpc_xetts
2023-01-30 23:56:00+00:00,1620209242979401730,"#De7en7 | La #Pandemia del #aprendizaje

La pandemia de la #Covid19 evidenció y dio paso a otra pandemia evidente: la pandemia del aprendizaje. 

En los últimos años la crisis sanitaria implicó una ampliación la brecha educativa.

Por María Paula Arango: https://t.co/pJPZK7zHRu",feyalegriaFI
2023-01-30 23:56:00+00:00,1620209242840961024,https://t.co/932ZcjHyDc� #auspol #CovidIsNotOver #MaskUp #COVID19  |.82,DrewInSeAsia
2023-01-30 23:55:57+00:00,1620209232586104833,"☣️ #Covid_19 || Toma nota📝 chequea tu sistema inmunológico, chequea tus pulmones y toma todas las precauciones para asegurar tu salud.
#LasSancionesCastiganLaSalud #30Enero #EjércitoBolivariano https://t.co/UgkzdNkbqZ",somos_ejercito
2023-01-30 23:55:55+00:00,1620209222842744832,"@RusEmbUSA @StateDept @annmarie @nickschifrin @CamJourno @shauntandon @BBCBarbaraPlett @ShaolinTom @WSJ @nytimes @FoxNews So, 'The West' started spreading the COVID-19 virus? 😂 You really are 🤡🤡🤡#RussiaIsATerroristState #RussiaIsCollapsing #RussiaIsLosing #PutinWarCriminal",MarcCorrynen
2023-01-30 23:55:49+00:00,1620209197362335745,@PolarisEngineer @SebGorka Unprecedented virus.With your job claim obviously that is skewed because people left their job because of covid 19 . Now wall street the S and P was up 65% during trumps https://t.co/aREau5U4I8 is down 5.6% since Joe Biden took office. So apparently it is you who doesn't know how,brydon316
2023-01-30 23:55:42+00:00,1620209168446820352,"@TRyanGregory Cordyceps zombie fungus, Toxoplasma, Malaria, influenza, intestinal bacteria, Streptococcus, and other pathogens controlling host behavior. Why not COVID19 which infects the brain? Would be an interesting study.",Leon_Mollusc
2023-01-30 23:55:41+00:00,1620209165066174464,"NOTICE:  This does NOT say that COVID is over. - - COVID-19 pandemic 'is probably at a transition point,' WHO says - ABC News https://t.co/3OwXNJKplK via @GoogleNews",JlLunt
2023-01-30 23:55:38+00:00,1620209153170980864,Here's one of the trending hashtags among MEPs tweeting in French this week: #COVID19. Find out more at https://t.co/MUoOzGd7Gx https://t.co/XmV6qvI8nZ,EdjQuoteFinder
2023-01-30 23:55:36+00:00,1620209145453641728,@Okawali_rice まあ2回接種OKにしてる県は全部県民限定にはしてますね。,EARL_COVID19_tw
2023-01-30 23:55:36+00:00,1620209141955584000,"العالم متخوف من نشوب حرب عالميه الدولار يهبط امريكا تتدهور 
ربعنا يبون يعطون جرعات لقاح كورونا و covid 19
اختفى من العالم ولا دوله فكرت فيه الا 
#وزير_الصحه_الكويتي 
#ووكلاء_الصحه
والبعض من الدكاتره المطبلين 
لا نعرف هل هي مناقصه ترسي على من 
#وزارة_الصحة 
عيب",alsaif_ku
2023-01-30 23:55:34+00:00,1620209135437611008,"📰 WASHINGTON, Jan 30 (Reuters) – The U.S. government likely awarded about $5.4 billion in COVID-19 aid to people with questionable Social Security numbers, a federal watchdog said in a report released on Monday. https://t.co/1jrB6lAbPo #news #retweet",frankwasfrank
2023-01-30 23:55:34+00:00,1620209134946902016,"""BREAKING: YouTube Insider leaks ""Urgent Guidance"" document sent to employees on how to handle the Project Veritas Pfizer 
#DirectedEvolution
 video ""Effective immediately as of 27 January 2023""

""Violates the COVID-19 misinformation policy""

George News https://t.co/84O8PxC45j",Son_Vege22o
2023-01-30 23:55:33+00:00,1620209130723233792,Yet America is being blamed 4 it #smdfh #COVID19,marspenny69oo
2023-01-30 23:55:30+00:00,1620209117125136386,"New law ends COVID-19 vaccine mandate for US troops | AP News 
https://t.co/HYU19cQK9L ||",EugeneVDebs3
2023-01-30 23:55:28+00:00,1620209108392759296,"Don't worry, Biden declares that COVID is over, so I guess don't worry about all these folks dying? #COVID19 #MaskUp",mikki807
2023-01-30 23:55:28+00:00,1620209108216590337,@RachelAcenas BS Obama will end national and public health emergency declarations over Covid-19 on May 11. Until it happens I call bullshit,roads_mark
2023-01-30 23:55:26+00:00,1620209100893343745,@RepMTG Thank you for following the #COVID19 science. About damn time!,npbraden
2023-01-30 23:55:14+00:00,1620209051182440449,"@randolfeap Parece até que não existe mais a covid19. Os canais que falavam da pandemia durante 24 horas, agora sequer citam números. Lula será considerando santo, pelo menos nos rincões do nordeste, afinal, acabou com a pandemia com uma canetada só.",MuriloV19424353
2023-01-30 23:55:12+00:00,1620209043741589506,"Top story: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/fejJBrtl4I, see more https://t.co/GohRK4XB2I",SA_Cleaning
2023-01-30 23:55:12+00:00,1620209042894233601,"Covid-19 sigue como emergencia sanitaria mundial, según la OMS https://t.co/6qe6M05ZB8",republicagt
2023-01-30 23:55:09+00:00,1620209031729278977,"Top story: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/q0Pph3CMOn, see more https://t.co/kMtsXsTi4I",Silviacuervo1
2023-01-30 23:55:09+00:00,1620209030089117697,"#Pandemia || El Covid-19 sigue siendo una 'emergencia de salud mundial': OMS
https://t.co/wnDka0VBCp",SegmentoN
2023-01-30 23:55:09+00:00,1620209029820596226,"Las cifras de México a tres años de la emergencia sanitaria por Covid-19
https://t.co/d94wPla1rX",AristeguiOnline
2023-01-30 23:55:08+00:00,1620209024817041409,"1-30-23 [FRENCH] “2/3 Here, the Brownstone Institute started from the confessions of BioNTech's CEO: ""It is impossible to avoid the conclusion that BioNTech's Covid-19 vaccine project must in fact have begun even before any cases of Covid-19 19 has been reported!"" Research 🧩✔️",VRHOUGHTON
2023-01-30 23:55:08+00:00,1620209024427003904,"@GorlomS @5MilesHigher @RepMTG The U.S. Food and Drug Administration (FDA) granted emergency use authorization to updated boosters, or bivalent shots, from Pfizer and Moderna in August 2022 despite there being no human data. Growing Number of Doctors Say They Won’t Get COVID-19 Booster  https://t.co/HVhtfQqFs0",Arider2014
2023-01-30 23:55:04+00:00,1620209011282030597,#PfizerGate Mutating #COVID19 via ‘Directed Evolution?’; #Trump Launches 2024 Campaign https://t.co/BwAYlyjPiK,epochtimestoday
2023-01-30 23:55:03+00:00,1620209006387118082,"Top story: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/VJOa69K6oy, see more https://t.co/ihN1hyv5Xi",ThaiVisionHols
2023-01-30 23:55:02+00:00,1620209002855424005,"de lo que leo en @viajesycomida Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/SUCZABi3qX, see more https://t.co/2JMwKcp0Z7",VIAJESYCOMIDA
2023-01-30 23:55:00+00:00,1620208991904366594,"@RepStefanik @HouseGOP The Biden administration on Monday announced that the COVID-19 public health emergency, which has been in place since January 2020, is set to end on May 11.",s_carruth
2023-01-30 23:54:56+00:00,1620208977064902656,Se registran 22 casos nuevos de COVID-19 https://t.co/pRCZ3OPMFY,Notinucleo
2023-01-30 23:54:53+00:00,1620208965153091587,"🦌i wasn't able to practice because i got my covid-19 vaccine, i wasn't able to practice yesterday or was it the day before?
🦌but fortunately, i'm able to keep up today so i'm relieved
🦌i just need to work a little bit harder

#HEESEUNG #희승
@ENHYPEN_members https://t.co/CmMy5knAMs",KeylaSo92235403
2023-01-30 23:54:53+00:00,1620208964112728064,"Top story: Biden intends to end Covid-19 and public health emergencies on May 11 | CNN Politics https://t.co/D1CmQahNml, see more https://t.co/8Fq9DzYnhn",jmussuto
2023-01-30 23:54:52+00:00,1620208960979750912,"@DrTedros @WHO Can you tell us, please what is the IFR for covid19 in your database. Thank you!",PaulaPaula24242
2023-01-30 23:54:52+00:00,1620208956869332992,"@ChristinaDub79 @BNOFeed @POTUS @WHO @DrTedros @mvankerkhove He knows COVID is still a (worsening) emergency, it is why he has all the protections he keeps from The People (testing, ventilation, masks, healthcare, etc), and why Biden will CONTINUE to have those protections, after May 11th.

#COVID19 #ClimateCrisis #GeneralStrike #UBI https://t.co/5Vinl72eKS",WeAteAllTheDodo
2023-01-30 23:54:50+00:00,1620208950909218816,@greg_travis @a_solveig96 @stkirsch Am I? Post it here. Search Covid 19 on Vaers and let’s discuss what you find.,_Reyna_
2023-01-30 23:54:49+00:00,1620208944848293889,"El Ministerio de Salud Pública dispuso el funcionamiento de vacunatorios fijos en toda el área metropolitana, donde aplican las dosis contra la COVID-19. Además, realizan testeos en la Unidad de Monitoreo Ambulatorio (Ex

https://t.co/S1XwXDtzHF https://t.co/0CRFpxl8Xp",NoticiaDataNova
2023-01-30 23:54:45+00:00,1620208931250524167,President Biden to end COVID-19 emergencies on May 11 https://t.co/P6n3o5etHP,tomthuang
2023-01-30 23:54:33+00:00,1620208877412425730,"@tedcruz Because people are still dying from COVID-19, you mendacious burk.",SueDeeks
2023-01-30 23:54:30+00:00,1620208868449198080,"@FrankMikeDavis1 “The Committee agreed that COVID-19 remains a dangerous infectious disease with the capacity to cause substantial damage to health and health systems.”

Jan 30, 2023

https://t.co/wXTVhTt9BT",vbbernard
2023-01-30 23:54:30+00:00,1620208864854695937,WHO extends COVID-19 emergency status https://t.co/zUlZrKUIPa,PatriciAllen
2023-01-30 23:54:25+00:00,1620208845372166145,"@alx There has been a reason for a national emergency addressing COVID-19 in the past few years? This still exists? (I live in Florida, forgive me for being dumbfounded over the ignorance of retaining national emergency status for no reason.)",PotatoSmug
2023-01-30 23:54:22+00:00,1620208834034954240,"@MauvisSongBird They have been acting like COVID-19 has been over for quite some time now.
To me, it's not over.",rybot15
